json_quest_description_quest_b46,Oh my goodness. That's one pristine pal you've got there! What's the street value on a vixen like that? I'm not even sure you CAN put a price on such perfection...
json_quest_description_quest_b47,"Seeing red? Well, for once that's a good thing - this brightly-colored buddy has made your tank their new home, and it's sure to impress!"
json_quest_description_quest_b48,"I can't believe it - I've only heard rumors of such majesty. You've accomplished the impossible, my friend. All glory to you and your tank for finding this galactic fish!"
json_quest_description_quest_t1,"Two are better than one, wouldn't you say? Now keep that collection climbing!"
json_quest_description_quest_t2,"Wow, look at them go! I wonder how high you can get them..."
json_quest_description_quest_t25,Wasn't that a fun little adventure? Be sure to have your fish go treasure hunting often - you never know what they might find!
json_quest_description_quest_t26,Your fish are getting really good at treasure hunting! I wonder what else they'll find?
json_quest_description_quest_t27,Aren't those fish incredible treasure hunters? I bet your tank's just swimming in riches!
json_quest_description_quest_t28,Amazing - what dedication to adventure! Your fish are clearly the sea's most talented explorers.
json_quest_description_quest_t29,You are the grand adventurer - your fish have scoured the globe for wealth!
json_quest_description_quest_t3,Looking sharp! Ow! I mean REALLY sharp! Careful with that coral!
json_quest_description_quest_t5,Every tank needs some rocks - and this is an excellent start! Your fish will love these hiding places!
json_quest_description_quest_t4,Beautiful! You're well on your way to creating a forest beneath the waves!
json_quest_description_quest_t8,You certainly know your way around a tank! Look how nice things are now!
json_quest_description_quest_t10,"That's what I'm talking about! Now you can collect even more of that sweet, sweet gold."
json_quest_description_quest_t6,"Ooh, snazzy. I love how it changes the whole tank. I bet the others look just as good, too!"
json_quest_description_quest_t30,"Ooh, I like it there! Nice choice!"
json_quest_description_quest_t31,"My, that DOES look a bit better, doesn't it?"
json_quest_description_quest_t32,Looking good! You just set this fish onto the next step in undersea superiority!
json_quest_description_quest_t33,"Perfection achieved! Nobody's gonna mess with this fine friend of yours now, that's for sure."
json_quest_description_quest_t34,Success is certainly spreading - I've never seen so many phenomenal fish before!
json_quest_description_quest_t35,"You've got some real power in your corner now, don't you? Check out those super swimmers!"
json_quest_description_quest_t36,Look at all those fantastic fish! Every last one of them is a hearty contributor to your cause!
json_quest_description_quest_t7,"Got a bit of breathing room, now! You can fit even more of everything in here!"
json_quest_description_quest_t11,"Wow, that's quite the look you've put together! I'm sure your fish appreciate it - I know I do!"
json_quest_description_quest_t37,Swell! Your deepsea style is spreading!
json_quest_description_quest_t38,Smashing! These tanks look incredible - great work!
json_quest_description_quest_t39,Striking! Four fantastic tanks! What a streak of success!
json_quest_description_quest_t16,Superlative! You really know what you're doing down here.
json_quest_description_quest_t41,Sublime! I don't think there's been a better decorator than you.
json_quest_description_quest_t42,Scintillating! How do you do it?!
json_quest_description_quest_t43,Stupendous! There's no sign your style's slowing down!
json_quest_description_quest_t44,Staggering! You're almost there! Can you get ALL TEN TANKS?
json_quest_description_quest_t22,Superior! This is just too much - you really are the best decorator beneath the waves.
json_quest_description_quest_t9,"You're a true friend to fish - well, at least one fish! Look how overjoyed you've made 'em!"
json_quest_description_quest_t12,Well done! Fish are lining up to get into your top-of-the-line tank!
json_quest_description_quest_t13,"Amazing work! You don't see a perfect tank very often. Take a bow, you deep sea genius!"
json_quest_description_quest_t48,"Wow, look what they managed to bring back! These treasure hunts are the real deal!"
json_quest_description_quest_t49,What a find! Your fish must have searched long and hard for this beautiful bauble!
json_quest_description_quest_t50,Unbelievable! Who would've thought the bottom of this tank had so much good stuff in it?!
json_quest_description_quest_t14,"You know just what those finicky fish want, don't you? Look how happy they are!"
json_quest_description_quest_t15,"My goodness, those are some blissful fish! How do you do it?"
json_quest_description_quest_t17,"It takes a certain sort of genius to be successful not once, not twice, but FIVE times - and that genius is you!"
json_quest_description_quest_t18,Nice job - you've got a fish for every trait. Now all you need to do is get one of every fish...
json_quest_description_quest_t19,"They say you can't please all the people all the time, but apparently that's not true for fish - or you! Well done!"
json_quest_description_quest_t20,Incredible! Every tank is open to you! You should have enough room to do whatever you like now - use it wisely!
json_quest_description_quest_t21,What an amazing accomplishment! Never before has there been a greater concentration of gleeful fish!
json_quest_description_quest_t23,"You did it! You've collected EVERY SINGLE FISH. You're a master of the marine, my friend - kudos to you, and congratulations!"
json_quest_description_quest_t24,"I don't think anyone expected this! Ten top-notch tanks of pure perfection? What a feat! You've just gotten yourself into the record books, my friend. Well done."
json_quest_description_quest_t60,"Great work - you've got more room than ever, now!"
json_quest_description_quest_t61,Way to go! Your fish are loving all this extra space! 
json_quest_description_quest_t62,Halfway done! You already have so much space now - can you imagine what it'll be like to have all ten tanks?
json_quest_description_quest_t63,"Ooh, another one! Look at all the room you've given your fine fishies! You're the best tankmaster ever."
json_quest_description_quest_t64,"Wow, nice! You're well on your way to ten tanks. Just think of how many amazing fish you'll have when you get there!"
json_quest_description_quest_t65,Even your biggest fish can't complain about space - there's so much room for them to stretch out and swim now!
json_quest_description_quest_t66,"Such space! You're almost there, now - just one tank to go! Can you make it?"
json_quest_description_quest_t67,"Now you can socialize with your friends by inviting them, sending them gifts, and visiting their unique tanks!"
json_quest_description_quest_t70,"Great! Keep searching your friends' tanks for buried booty! It's fun and, more importantly, it's FREE!"
json_quest_description_quest_t71,"Awesome! I'm sure they'll appreciate it and maybe they'll send you somethin' nice, too!"
json_achievement_name_achievement_1,Out of This World
json_achievement_name_achievement_2,Covered in Corals
json_achievement_name_achievement_3,Plentiful Plants!
json_achievement_name_achievement_4,Rock This City
json_achievement_name_achievement_5,Needs a few touch-ups...
json_achievement_name_achievement_6,Time to Expand!
json_achievement_name_achievement_7,Up-and-Coming
json_achievement_name_achievement_8,Focused Affection
json_achievement_name_achievement_9,Piggy Bank Ain't Big Enough
json_achievement_name_achievement_10,Fishy Fashionista
json_achievement_name_achievement_11,Deep Sea Delight
json_achievement_name_achievement_12,Tip-Top Tank
json_achievement_name_achievement_13,Spreading Glee
json_achievement_name_achievement_14,Crowd-Pleaser
json_achievement_name_achievement_15,Makeover Specialist
json_achievement_name_achievement_16,Success is Spreading
json_achievement_name_achievement_17,A Solid Foundation
json_achievement_name_achievement_18,Happy Day
json_achievement_name_achievement_19,So Much Room for Activities
json_achievement_name_achievement_20,Fish Favorite
json_achievement_name_achievement_21,Style Star
json_achievement_name_achievement_22,Gotta Catch 'Em All
json_achievement_name_achievement_23,Perfection Achieved
json_achievement_name_achievement_24,Let's Get Some Booty
json_achievement_name_achievement_25,Welcome back! Again!
json_achievement_name_achievement_26,Aquarium Aficionado 
json_achievement_name_achievement_27,Fish Fanatic
json_achievement_name_achievement_28,Denizen of the Depths
json_achievement_name_achievement_29,Synchronized Re-Entry
json_achievement_name_achievement_30,One giant leap for fishkind!
json_achievement_name_achievement_31,Where'd they go?
json_achievement_name_achievement_32,Rollin' in it!
json_achievement_name_achievement_33,A Shocking Conclusion
json_achievement_name_achievement_34,Enforced Extroversion
json_achievement_name_achievement_35,Take Your Cut
json_achievement_name_achievement_36,Pay Evil Unto Evil
json_achievement_name_achievement_37,Slippery Slope
json_achievement_name_achievement_38,"Houston, We Have a Problem"
json_achievement_name_achievement_39,Beyond the Impossible
json_achievement_name_achievement_40,Ten Fins of Fun!
json_achievement_name_achievement_41,Double the Delight!
json_achievement_name_achievement_42,Thirty's the New Twenty
json_achievement_name_achievement_43,Forty Friends
json_achievement_name_achievement_44,Fifty's Nifty
json_achievement_name_achievement_45,Full House
json_achievement_name_achievement_46,Terrific Tanks!
json_achievement_name_achievement_47,Benevolent Deity
json_achievement_name_achievement_48,Mystic Matchmaker
json_achievement_name_achievement_49,Heavenly Hearts
json_achievement_name_achievement_50,Priceless Pairs
json_achievement_name_achievement_51,Double Up
json_achievement_name_achievement_52,Triple Trial
json_achievement_name_achievement_53,Misery Loves Company
json_achievement_name_achievement_54,Deep Sea Daycare
json_achievement_name_achievement_55,Send in the Clones
json_achievement_name_achievement_56,Trouble Brewing
json_achievement_name_achievement_57,"Justice Team, Assemble!"
json_achievement_name_achievement_58,Fantasy Fish Force
json_achievement_name_achievement_59,No Business Like Show Business
json_achievement_name_achievement_63,Interior Redecoration
json_achievement_name_achievement_64,Dress the place up!
json_achievement_name_achievement_65,Pleasing plants!
json_achievement_name_achievement_66,Rocky waters!
json_achievement_name_achievement_68,A Pirate's Life
json_achievement_name_achievement_69,Fish Flippin' Fiend
json_achievement_name_achievement_70,Tanks for the Memories
json_achievement_name_achievement_71,Rearranging Ranger
json_achievement_name_achievement_72,Shrink Ray! Shrink Ray!
json_achievement_name_achievement_73,Decoration Nation
json_achievement_name_achievement_74,The Toys Are Back in Town
json_achievement_name_achievement_75,Tip-Top Backdrops
json_achievement_name_achievement_76,Floored
json_achievement_name_achievement_77,Nice Ones Finish First
json_achievement_name_achievement_78,Mean Team
json_achievement_name_achievement_79,Fearless Fish
json_achievement_name_achievement_80,Hidden Heroes
json_achievement_name_achievement_81,Briny Brains
json_achievement_name_achievement_82,Inspirational Ichthyoids
json_achievement_name_achievement_83,Mystical Maestro
json_achievement_name_achievement_84,Heavenly Heartthrob
json_achievement_name_achievement_85,Priceless Promoter
json_achievement_name_achievement_86,Double Down
json_achievement_name_achievement_87,Triple Threat
json_achievement_description_achievement_1,Breed a Galaxy Fish
json_achievement_description_achievement_2,Have ten corals.
json_achievement_description_achievement_3,Have ten plants.
json_achievement_description_achievement_4,Have ten rocks.
json_achievement_description_achievement_5,Buy ten backgrounds
json_achievement_description_achievement_6,Buy another tank.
json_achievement_description_achievement_7,Achieve a one-star tank.
json_achievement_description_achievement_8,Make a fish ecstatic.
json_achievement_description_achievement_9,Upgrade your treasure chest size.
json_achievement_description_achievement_10,Make one tank beautiful.
json_achievement_description_achievement_11,Achieve a two-star tank.
json_achievement_description_achievement_12,Achieve a three-star tank.
json_achievement_description_achievement_13,Make 10 fish happy.
json_achievement_description_achievement_14,Make 10 fish ecstatic.
json_achievement_description_achievement_15,Make five tanks beautiful.
json_achievement_description_achievement_16,Achieve five three-star tanks.
json_achievement_description_achievement_17,Have enough fish in your tanks to encompass all six traits.
json_achievement_description_achievement_18,Make 25 fish happy.
json_achievement_description_achievement_19,Unlock all 10 tanks.
json_achievement_description_achievement_20,Make 25 fish ecstatic.
json_achievement_description_achievement_21,Make ten tanks beautiful.
json_achievement_description_achievement_22,Acquire one of every type of fish.
json_achievement_description_achievement_23,Achieve ten three-star tanks.
json_achievement_description_achievement_24,Send a fish on a treasure hunt.
json_achievement_description_achievement_25,Log in every day for 5 consecutive days
json_achievement_description_achievement_26,Log in every day for 15 consecutive days
json_achievement_description_achievement_27,Log in every day for a month
json_achievement_description_achievement_28,Log in every day for a year
json_achievement_description_achievement_29,Have two fish re-enter the tank at once.
json_achievement_description_achievement_30,Fling a fish 100 meters out of the tank.
json_achievement_description_achievement_31,Fling six fish out of the tank at once.
json_achievement_description_achievement_32,Get the largest treasure chest upgrade.
json_achievement_description_achievement_33,Toss the Mad Scientist fish out of the tank when he's in the middle of zapping someone.
json_achievement_description_achievement_34,Drag the Shy fish out from behind a hiding place.
json_achievement_description_achievement_35,Shake a Robber fish to make him give up his ill-gotten loot.
json_achievement_description_achievement_36,Toss an Evil fish out of the tank shortly after one of his dynamite sticks hits another fish.
json_achievement_description_achievement_37,Toss a Clown fish out of the tank shortly after another fish slips on one of his peels.
json_achievement_description_achievement_38,Grab an Astronaut fish and interrupt his launch sequence.
json_achievement_description_achievement_39,Acquire a second Galaxy Fish.
json_achievement_description_achievement_40,Acquire 10 fish.
json_achievement_description_achievement_41,Acquire 20 fish.
json_achievement_description_achievement_42,Acquire 30 fish.
json_achievement_description_achievement_43,Acquire 40 fish.
json_achievement_description_achievement_44,Acquire 50 fish.
json_achievement_description_achievement_45,Acquire 60 fish.
json_achievement_description_achievement_46,Make every breed of fish happy.
json_achievement_description_achievement_47,Make every breed of fish ecstatic.
json_achievement_description_achievement_48,Breed a Magical fish!
json_achievement_description_achievement_49,Breed a Celestial fish!
json_achievement_description_achievement_50,Breed a Gem fish!
json_achievement_description_achievement_51,Breed a fish with two traits.
json_achievement_description_achievement_52,Breed a fish with three traits.
json_achievement_description_achievement_53,Have a tank with six unhappy fish.
json_achievement_description_achievement_54,Have a tank with six baby fish.
json_achievement_description_achievement_55,Have a tank with six fish of a single breed.
json_achievement_description_achievement_56,"Put a Mean, Greedy, Evil, Mad Scientist, Robber, and Devil fish in one tank together."
json_achievement_description_achievement_57,"Put a Nice, Brave, Adventurous, Secret Agent, Astronaut, and Angel fish in one tank together."
json_achievement_description_achievement_58,"Put a Ninja, Fairy, Unicorn, Werewolf, Vampire, and Ghost fish in one tank together."
json_achievement_description_achievement_59,"Put a Fashion Designer, Artist, Paparazzi, Movie Star, Rock Star, and Pop Star fish in one tank together."
json_achievement_description_achievement_63,Have a different background in all ten tanks.
json_achievement_description_achievement_64,Place a coral in all ten tanks.
json_achievement_description_achievement_65,Place a plant in all ten tanks.
json_achievement_description_achievement_66,Place a rock in all ten tanks.
json_achievement_description_achievement_68,Send fish on 100 treasure hunts.
json_achievement_description_achievement_69,Toss every breed of fish out of the tank at least once.
json_achievement_description_achievement_70,Get the largest treasure chest upgrade in every tank.
json_achievement_description_achievement_71,Move any number of props 100 times.
json_achievement_description_achievement_72,Change the size of props 100 times.
json_achievement_description_achievement_73,Acquire every decoration.
json_achievement_description_achievement_74,Acquire every toy.
json_achievement_description_achievement_75,Acquire every background.
json_achievement_description_achievement_76,Acquire every kind of flooring.
json_achievement_description_achievement_77,Acquire one of every fish with a Nice trait.
json_achievement_description_achievement_78,Acquire one of every fish with a Mean trait.
json_achievement_description_achievement_79,Acquire one of every fish with a Brave trait.
json_achievement_description_achievement_80,Acquire one of every fish with a Shy trait.
json_achievement_description_achievement_81,Acquire one of every fish with a Smart trait.
json_achievement_description_achievement_82,Acquire one of every fish with a Creative trait.
json_achievement_description_achievement_83,Acquire all the Magical fish!
json_achievement_description_achievement_84,Acquire all the Celestial fish!
json_achievement_description_achievement_85,Acquire both of the Gem fish!
json_achievement_description_achievement_86,Acquire every fish with two traits.
json_achievement_description_achievement_87,Acquire every fish with three traits.
json_achievement_completed_achievement_1,You bred a Galaxy Fish!
json_achievement_completed_achievement_2,You have ten corals!
json_achievement_completed_achievement_3,You have ten plants!
json_achievement_completed_achievement_4,You have ten rocks!
json_achievement_completed_achievement_5,You bought ten backgrounds!
json_achievement_completed_achievement_6,You bought a new tank!
json_achievement_completed_achievement_7,You created a one-star tank!
json_achievement_completed_achievement_8,You made a fish ecstatic!
json_achievement_completed_achievement_9,You upgraded your treasure chest size!
json_achievement_completed_achievement_10,You created a beautiful tank!
json_achievement_completed_achievement_11,You created a two-star tank!
json_achievement_completed_achievement_12,You created a three-star tank!
json_achievement_completed_achievement_13,You made 10 fish happy!
json_achievement_completed_achievement_14,You made 10 fish ecstatic!
json_achievement_completed_achievement_15,You made five tanks beautiful!
json_achievement_completed_achievement_16,You made five three-star tanks!
json_achievement_completed_achievement_17,You have a fish for every trait!
json_achievement_completed_achievement_18,You made 25 fish happy!
json_achievement_completed_achievement_19,You unlocked all 10 tanks!
json_achievement_completed_achievement_20,You made 25 fish ecstatic!
json_achievement_completed_achievement_21,You made 10 tanks beautiful!
json_achievement_completed_achievement_22,You acquired one of every type of fish!
json_achievement_completed_achievement_23,You have TEN three-star tanks!
json_achievement_completed_achievement_24,You sent a fish on a treasure hunt!
json_achievement_completed_achievement_25,You logged in every day for 5 days!
json_achievement_completed_achievement_26,You logged in every day for 15 days!
json_achievement_completed_achievement_27,You logged in every day for a month!
json_achievement_completed_achievement_28,You logged in every day for a YEAR!
json_achievement_completed_achievement_29,You had two fish re-enter the tank at once!
json_achievement_completed_achievement_30,You flung a fish over 100 meters out of the tank!
json_achievement_completed_achievement_31,You flung six fish out of the tank at once!
json_achievement_completed_achievement_32,You got the largest treasure chest upgrade!
json_achievement_completed_achievement_33,You tossed a Mad Scientist out when he was being mean!
json_achievement_completed_achievement_34,You dragged a Shy Fish into the light!
json_achievement_completed_achievement_35,You gave your Robber Fish a shakedown!
json_achievement_completed_achievement_36,You tossed an Evil Fish out when he was being mean!
json_achievement_completed_achievement_37,You tossed a Clown Fish out in the middle of his act!
json_achievement_completed_achievement_38,You interrupted an Astronaut Fish's launch!
json_achievement_completed_achievement_39,You got a SECOND Galaxy Fish!
json_achievement_completed_achievement_40,You got 10 fish!
json_achievement_completed_achievement_41,You got 20 fish!
json_achievement_completed_achievement_42,You got 30 fish!
json_achievement_completed_achievement_43,You got 40 fish!
json_achievement_completed_achievement_44,You got 50 fish!
json_achievement_completed_achievement_45,You got 60 fish!
json_achievement_completed_achievement_46,You made every breed of fish happy!
json_achievement_completed_achievement_47,You made every breed of fish ecstatic!
json_achievement_completed_achievement_48,You bred a Magical fish!
json_achievement_completed_achievement_49,You bred a Celestial fish!
json_achievement_completed_achievement_50,You bred a Gem fish!
json_achievement_completed_achievement_51,You bred a fish with two traits!
json_achievement_completed_achievement_52,You bred a fish with THREE traits!
json_achievement_completed_achievement_53,You created a tank with six unhappy fish!
json_achievement_completed_achievement_54,You created a tank with six baby fish!
json_achievement_completed_achievement_55,You created a tank with six of the same fish!
json_achievement_completed_achievement_56,You created a tank full of danger!
json_achievement_completed_achievement_57,You created a tank full of goodness!
json_achievement_completed_achievement_58,You created a tank full of magic!
json_achievement_completed_achievement_59,You created a tank full of star power!
json_achievement_completed_achievement_63,You got a background for every tank!
json_achievement_completed_achievement_64,You got a coral for every tank!
json_achievement_completed_achievement_65,You got a plant for every tank!
json_achievement_completed_achievement_66,You got a rock for every tank!
json_achievement_completed_achievement_68,You sent fish on 100 treasure hunts!
json_achievement_completed_achievement_69,You've tossed every fish out of the tank!
json_achievement_completed_achievement_70,You got the largest treasure chest upgrade in every tank!
json_achievement_completed_achievement_71,You moved props 100 times!
json_achievement_completed_achievement_72,You scaled props 100 times!
json_achievement_completed_achievement_73,You got every decoration!
json_achievement_completed_achievement_74,You got every toy!
json_achievement_completed_achievement_75,You got every background!
json_achievement_completed_achievement_76,You got every piece of flooring!
json_achievement_completed_achievement_77,You got one of every Nice-trait fish!
json_achievement_completed_achievement_78,You got one of every Mean-trait fish!
json_achievement_completed_achievement_79,You got one of every Brave-trait fish!
json_achievement_completed_achievement_80,You got one of every Shy-trait fish!
json_achievement_completed_achievement_81,You got one of every Smart-trait fish!
json_achievement_completed_achievement_82,You got one of every Creative-trait fish!
json_achievement_completed_achievement_83,You got all the Magical fish!
json_achievement_completed_achievement_84,You got all the Celestial fish!
json_achievement_completed_achievement_85,You got both of the Gem fish!
json_achievement_completed_achievement_86,You got every fish with two traits!
json_achievement_completed_achievement_87,You got every fish with THREE traits!
json_faq_question_1,How do I earn coins?
json_faq_question_2,How do I get more pearls?
json_faq_question_3,How do I level up?
json_faq_question_4,How do I breed my fish?
json_faq_question_5,How do I score a high score in the fish tossing game?
json_faq_question_6,How do I decorate my tank?
json_faq_question_7,How do I move items in my tank?
json_faq_question_8,How can I know more about a fish I'm buying?
json_faq_question_9,How do I move a fish or item to another tank?
json_faq_question_10,Why is the Buy button unavailable for the fish I want?
json_faq_question_11,How can I adjust settings for the game?
json_faq_question_12,How do I purchase more space for my fish?
json_faq_question_13,How do I change between tanks?
json_faq_question_14,How does a fish grow?
json_faq_question_15,Why do my fish look sad? :(
Baby fish, hungry fish, and fish in your breeding tank will not generate coins. You have to raise the baby fish to adulthood, and hungry fish have to be be fed first :)"
You can also purchase Pearls, and they can be sent to you by a friend, as a gift."
json_faq_answer_3,"Your level is determined by how much XP (Experience Points) you have. You can earn more XP in the game by feeding fish, building props, training fish and completing quests."
To make sure you can breed a fish, it has to be adult, and it has to be fed first."
Some fish can be tossed higher than others, so make sure to try out different types of fish."
To make an item larger or smaller, tap on it and then use the plus and minus symbols to adjust the size."
json_faq_answer_7,"To move an item like an idol or coral, hold your finger on the item, and then you can move it around in the tank."
It will also show what type of fish it is (Brave, Cool, Creative, etc) and how many coins it generates."
json_faq_answer_9,"If you tap on a fish or item you  will have a ""Move"" button, if you tap on this you can select which tank you wish to place your fish in."
If your fish has a ""Dislike"", then you will also know that fish is not compatible with certain fish or items."
json_faq_answer_11,"By tapping on the cog/settings icon in the top right corner of the game, you can adjust a few options for the game, such as your audio settings and notification options."
json_faq_answer_12,"If you tap on Store, and then on Tanks, you can purchase more tanks to add fish to. Note the price will increase with each tank purchase you make."
json_faq_answer_13,"Swipe left or right to move between tanks, as though you're flicking through the pages of a book. To select a specific tank manually, tap on the tank icon at the top of the game, for the tank selection menu."
If you want to speed it up, you can tap on the fish and then on ""Actions"", to get the ""Speed Up"" option, where you can pay extra to make the fish adult instantly."
json_faq_answer_15,"If your fish look sad, it's because they're hungry! :) Tap on the Feed icon to feed them, until they're full and happy again."
